CN(C)CCC1=CNC2=C1C=C(C=C2)NC3=C(C=CC=N3)[N+](=O)[O-]
CC(C)CONC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O
CN1CCC(CC1)C2=CC3=C(C=C2)C=CN3CCN(C)C
CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CCSC)C(=O)O)NC(=O)CNC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC1=CN=CN1)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CO)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)CN
CC1=CC=CC(=C1)C2=NOC(=N2)CN(C(C)C)C(=O)C3=CC(=CC(=C3)OC)OC
CC1CC2(CCCC2)N(CC3=CC=CC=C13)C(=O)C4=CC=CC=C4
CC(=NNC(=S)N)CC1CC2=C(CC1(C)C)C(CCC2)(C)C
CCC1=C(C(C(=C(N1)COCCN)C(=O)NCC)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5
COC1=CC(=C(C=C1)C(=O)N2CCOCC2CC3=C(C=CC(=C3)N4N=CC=N4)F)N5N=CC=N5
C1=CC=C2C=C(C=CC2=C1)C=CC(=O)CCC(=O)O
