GPCR,STANDARD_VALUE,smiles
Q9H244,-1.301,CCCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=O)C=C(N2)C3=CC=CC=C3
Q9H244,-0.813,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)N4CCNCC4
Q9H244,-2.386,CCNC(=O)NC1=NC=NC2=C1N=CN2C3C4C(C(O3)COCC(=O)O)OC(O4)C=CC5=CC=CC=C5
Q9H244,0,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)CCCN(C)C
Q9H244,-2.068,CCCC(=O)C1=C(N(N=C1)C2=CC=C(C=C2)NC(=O)C3=CN(C4=C3C=C(C=C4)C)CC(=O)N5CC6CCNC6C5)C
Q9H244,-1.833,CCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)OC4CCNCC4
Q9H244,-0.677,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)N4CCC(CC4)C(=O)N5CCCC5
Q9H244,-2.618,CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)C3=CC=CC=C3)C
Q9H244,-0.724,CCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)OCC4CCN(CC4)CCOC
Q9H244,-1,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)N4CCC(CC4)N5CCOCC5
Q9H244,-1.778,CN(C1CCCCCC1)C(=O)CCCOC2=CC3=CC4=C(NC(=O)N4)N=C3C=C2
Q9H244,-2.618,CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCN(CC2)C(=O)NCC3=CC=CC=C3Cl)C(F)(F)F
Q9H244,-1.94,CCCC(=O)C1=C(N(N=C1)C2=CC=C(C=C2)NC(=O)C3=CN(C4=C3C=C(C=C4)C)CC(=O)N5CCC(C5)N(C)C)C
Q9H244,-1.176,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)N4CCC(CC4)CN
Q9H244,-4.279,CC1=C(C=CC2=C1OC(=CC2=O)N3CCOCC3)OCC4=CC=CC=N4
Q9H244,-0.653,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)OCC4CCNCC4
Q9H244,-2.539,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=NC(=N2)C3=CC=CC=C3)N4CCC(CC4)C(=O)N
Q9H244,-0.146,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)NC(=O)OCCOC
Q9H244,-0.2,CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC=CC=C4)N=NN2C5CC(C(C5O)O)C(=O)N
Q9H244,-1.114,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)N4CCC(C4)O
Q9H244,-0.041,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=CC(=CC(=N2)C3=CC=CC=C3)N4CCC(CC4)CN5CCCC5
