GPCR,STANDARD_VALUE,smiles
P08908,-0.934,C1CN(CCN1CCCCC2=CC=C(C=C2)F)C3=NC=CC=N3
P08908,-1.13,CC1CC(CCN1CC(COC2=CC=CC3=C2C=C(N3)C)O)C4=CC5=C(S4)C=C(C=C5)OC
P08908,-0.602,C1CN(CCN1)C2=CC=CC=C2C=C3C(=O)N(CCS3)C4=C(C=C(C=C4)F)F
P08908,-3.23,C1CCN(C1)CCOC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
P08908,-2.751,CC(C)OC1=C(C=C2C(=C1)CC3C4=C2C(=C(C=C4CCN3C)OC)OC)OC
P08908,-0.23,COC1=CC=CC=C1N2CCN(CC2)CCC3=CC(=CC=C3)OCCCCCOC4=CC=CC(=C4)CCN5CCN(CC5)C6=CC=CC=C6OC
P08908,-2.336,CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=CC=C4)OC(=O)NC(C)(C)C
P08908,-1.176,C1CN(CCN1CC2=CC=CC(=C2)C3=CC=CC=C3)C4=C5C(=CC=C4)OCO5
P08908,-2.505,C1CC2C=C(CC1N2CCOC3=CC=CC4=C3C=CC=N4)C5=CC6=CC=CC=C6N5
P08908,-4.996,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)NCC3=CC4=C(C=C3)OCO4
P08908,-2.114,CC1=CN=C(C=C1)CNCC2(CCN(CC2)C(=O)C3=CC4=C(S3)C=CS4)F
P08908,-2.07,CN1CCN(CC1)C2=NC3=C(N4C2=CC=C4)SC=C3
P08908,-0.7,C1CN(CCN1CCCCOC2=C(C3=C(CNC3=O)C=C2)F)C4=CC=CC5=C4C=CC(=C5)F
P08908,-0.38,CN(C)S(=O)(=O)C1=CC2=C(C=CC=C2N3CCN(CC3)CCCCN4C(=O)C5CCCN5C4=O)C=C1
P08908,-1.982,C1CN(CCN1CCCCCN2C3=CC=CC=C3SC2=O)C4=CC=CC=C4
P08908,-1.898,C1CC2=CC(=CC(=C2OC1)OCCNCCC3=CNC4=C3C=C(C=C4)F)F
P08908,0.2,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCCCC4=CC5=C(C=C4)OCC(=O)N5
P08908,-1.477,C1CN(CCN1CCCCNC(=O)C2=NC(=CC=C2)F)C3=C(C(=CC=C3)Cl)Cl
P08908,-0.462,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO
P08908,-2.729,C1CN(CCC1NS(=O)(=O)C2=CN=CC=C2)CCOC3=CC=CC=C3C4=CC=CC=C4
P08908,-5.1,CC1=C(SC2=C1N=C(C3=CC=CN32)N4CCN(CC4)CC5=CC=CC=C5)C
P08908,-2.58,CC1=NC2=C(C=C1)C3=C(C=C2)OCC(O3)CN4CCN(CC4)C5=NC6=C(C=C5)C=C(C=C6)OC(F)(F)F
P08908,-2.025,CCCNC1CC2=C(CC1CC=C)C=CC=C2OC
P08908,-2.23,COC1=CC=CC=C1N2CCN(CC2)CCCN3C(=O)CC(C3=O)NC(=O)C4CCCC4
P08908,0.222,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=C(O4)C6=C(C=C5)NC(=C6)CO
P08908,-4.996,CN1C=CC=C1CC2=NN=C(N2CCC3=CC=CC=C3)SCC(=O)N4CCOCC4
P08908,-1.886,COC1=CC=CC=C1N2CCN(CC2)CC3=CC=C(C=C3)C(=O)N4CC5=CC=CC=C5CC4C(=O)N
P08908,-1.114,CC(=O)NC1=CC=CC(=C1)N2CCN(CC2)CC3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)F
P08908,0.489,COC1=CC=CC=C1OCCNCC2CCC(C2O)(C3=CC=CC=C3)C4=CC=CC=C4
P08908,-4.017,C1=CC2=C(C=C1F)C(=CN2)CCN
P08908,-1,CC1=NC2=CC(=CC(=C2C=C1)OCCN3CCC(CC3)CC4=CC5=C(C(=C4)F)OCC(=O)N5)Cl
P08908,-2.482,COC1=CC(=C2C(=C1)C=CC=N2)N3CCN(CC3)C4CCN(CC4)C5=C(C=CC6=C5N=CC=C6)F
P08908,-2.799,CCCN1CCC2=CC=CC3=C2C1CC4=C3C5=C(CC(O5)(C)C)C=C4
P08908,-2.212,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC5CCCCC5)OC)OC
P08908,-0.143,C1CN(CCN1CCC2=CC(=CC=C2)NC(=O)CC3=CN=CC=C3)C4=CC=CC=C4
P08908,-0.568,CC1=NC2=C(C=C1)C3=C(C=C2)OCC(O3)CN4CCN(CC4)C5=NC6=C(C=C5)C=C(C=C6)C#N
P08908,-5.52,COC1=CC=CC(=C1)CCC2=CC=CC=C2OCCCN3CCN(CC3)C4=NC=CC=N4
P08908,-1.929,C1CN(CCN1CCCCNC(=O)C2=CN=CC=C2)C3=CC=CC=C3
P08908,-0.584,COC1=CC=CC=C1N2CCN(CC2)CCN3C=CC4(CCCC4)CC3=O
P08908,-4.996,C1=CC=C2C(=C1)C=C(C(=O)N2)CN(CC3=CC=CO3)C(=O)C4=CC=CS4
P08908,-4.996,C1=CC=C(C=C1)CN2C3=CC=CC=C3N(C2=N)CC(COC4=CC=CC=C4)O
P08908,-4.699,CC1CN(CC(O1)C)C2=NN=NN2C3=CC=CC=C3
P08908,-2.279,CC(C)C1=CC=CC=C1OCCN2CCC(CC2)N(C)S(=O)(=O)C3=CC=CC(=C3)F
P08908,-3.698,CCCN1CCC(CC1)COC2=C3C=CC=NC3=C4C=CC=C(C4=N2)F
P08908,-1.079,C1C(CN1)OC2=C(C=CC=C2F)OC3=CC=CC=C3F
P08908,-0.872,CC(C)OC1=C2C=C(SC2=CC=C1)C3CCN(CC3)CC(COC4=CC=CC5=C4C=CN5)O
P08908,-2.808,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
P08908,-1.449,CC1=CC=C(C=C1)C(=O)NC2CCC3=C2C=C(C=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
P08908,-1.36,C1CN(CC=C1C2=C3C(=CC=C2)OCCO3)C4CC5=CC=CC=C5C4O
P08908,-2.013,CCCNC1CCC2=C(C1)C3=C(C=C2)NC(=C3)C(=O)N
P08908,-0.845,CCN(CCCC1=CNC2=C1C=C(C=C2)F)C3CC4=C5C(=CC(=C4OC3)F)CCNC5=O
P08908,-0.398,CCC1=CC(=CC=C1)OCC(CN2CCC3(CC2)C4=C(CO3)C5=CC=CC=C5C=C4)O
P08908,-1.193,COC1=CC=CC2=C1CC(CO2)N(CCCC3=CNC4=C3C=C(C=C4)F)C5CCC5
P08908,-4.996,CN(C)C1=C(C(=NC=C1)NCC2=CC=CC=C2)C#N
P08908,-2.602,COC1=CC=CC=C1N2CCN(CC2)C3=NC(=NC4=CC(=C(C=C43)OC)OC)C5CC5
P08908,-4.996,CCOC(=O)N1CCN(CC1)C(=O)CSC2=NN=C(O2)C3COC4=CC=CC=C4O3
P08908,-2.6,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=C5C=CC=NC5=CC=C4
P08908,-4.996,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
P08908,-0.491,C1CC=C(C1)C2=CC(=CC=C2)CN3CCN(CC3)C4=CC5=C(C=C4)NC(=O)N5
P08908,-3.373,CC1=CC(=C(C=C1)N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O)C
P08908,-0.041,C1CN(CCC1CC2=CC(=C(C=C2)Br)O)CCC3=CC4=C(C=C3)OCC(C4=O)O
P08908,-0.928,CC1CC(CCN1CC(COC2=CC=CC3=C2C=CN3)O)C4=CC5=C(C=CC=C5S4)OC
P08908,-4.137,CC1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC=C2S(=O)(=O)C4=CC=CC=C4)Cl
P08908,-2.16,COC1=CC=CC=C1N2CCN(CC2)CC3COC4(O3)CCN(CC4)S(=O)(=O)C
P08908,-1.969,C1CN(CCN1CCCSC2=CC=C(C=C2)F)C3=NC=CC=N3
P08908,-0.97,COC1=CC=CC=C1N2CCN(CC2)CC3COC4(O3)CCSCC4
P08908,-0.1,C1CN(CCN1CCC2=CC=C(C=C2)N)C3=CC=CC(=C3)C(F)(F)F
P08908,-1.275,CC1=C2CC3C(CC(CN3C)NC(=O)C(C)(C)C)C4=C2C(=CC=C4)N1
P08908,-1.114,C1CC2CC(CC1N2CCCSC3=CC=CC(=C3)F)(C4=CC=C(C=C4)Cl)O
P08908,-0.893,CC1CC(CCN1CC(COC2=CC=CC3=C2C=C(N3)C)O)C4=CC5=C(C=C4)C(=CS5)C
P08908,-2.777,C1CN(CCN1CC2=CC(=CC=C2)OCCCF)CC3=CC4=CC=CC=C4O3
P08908,-2.398,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
P08908,-1.057,C1CN(CCN1CC2=CN=CC(=C2)C3=CC=C(C=C3)F)C4=CC5=C(C=C4)NC(=O)N5
