GPCR,STANDARD_VALUE,smiles
O95977,-2.591,C1C(CNC1C2=CC=C(C=C2)OCC3=CC(=C(S3)C(F)(F)F)C4=CC=CC=C4)CC(=O)O
O95977,-2.598,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)Cl)C
O95977,-2.23,CCCCCCCCC1=CC=C(C=C1)C2=CN=C(N2)C(C)(COP(=S)(O)O)N
O95977,-3.908,CC1=CC(=C(C(=C1)C)N(C)C(=O)C2=CC=C(O2)C3=C(C=CC(=C3)Cl)Cl)C
O95977,-2.322,CCCCCCCCC1=CC=C(C=C1)CCC(CCP(=O)(O)O)(CO)N
O95977,-3.732,CCCCCCCCCC1=CC=C(C=C1)CN2CC(C2)C(=O)O
O95977,-4.519,CCCCCCCCC1=CC2=C(C=C1)N=C(N2)C(C(C)O)N
O95977,-3,CC(C)CC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=C(C=C3)C4CCC(N4)CC(=O)O
O95977,-3.307,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O
O95977,-1.8,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O
O95977,-2.898,C1CN(CC1C(=O)O)CC2=CC=C(C=C2)OCC3=CC(=C(S3)C(F)(F)F)C4=CC=CC=C4
O95977,-2.146,C1=CC=C(C=C1)CCCCCCCCCCNCCCP(=O)(O)O
O95977,-1.949,CCC1=C(C(=CC=C1)CC)NC(=O)C2=CC=C(O2)C3=C(C=CC(=C3)Cl)Cl
O95977,-0.255,CCCCCCCCOC1=CC(=C(C=C1)NC(=O)C(C)(COP(=O)(O)O)N)F
O95977,-1.117,CC(COP(=O)(O)O)(C(=O)NC1=CC=C(C=C1)C(=O)CCC2=CC=C(C=C2)C3=CC=CC=C3)N
O95977,-3.799,CC1=CC(=C(C=C1)C)C2=CC=C(N2C)C(=O)NC3=C(C=CC=C3C)C
O95977,-1,CCCCCCCCCCCCCCCC(C(COP(=O)(O)O)N)O
O95977,-2.651,CC1=C(C(=CC=C1)C)NC(=O)C2=CC=C(O2)C3=CSC=C3
O95977,-2.875,C1=CC=NC(=C1)N2C(=O)C3=C4C(=C(C=C3)[N+](=O)[O-])C=CC=C4C2=O
O95977,-2.43,CC1=C(C(=CC=C1)C)N(C)C(=O)C2=CC=C(O2)C3=CC=CC=C3Cl
