GPCR,STANDARD_VALUE,smiles
P30550,0.438,CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)N)NC(=O)COCC(=O)NC4=CC=C(C=C4)CC(CNCCN)CNCCN
P30550,0.071,CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CNC=N1)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5
P30550,0.229,CC(C)CC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC3=CN=CN3)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)CCCCCNC(=O)C(CS)NC(=O)CNC(=O)CN
P30550,-1.531,CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CN=CN4)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C7CCCN7C(=O)C(CC(C)C)NC(=O)C8CCCN8C(=O)C(C(C)C)N
P30550,-0.919,CC(C)CC(C(CC(=O)NC(CC(C)C)C(=O)N)O)NC(=O)C(CC1=CN=CN1)NC(=O)CN(C)C(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)N)NC(=O)CCCCNC(=O)C(CS(=O)(=O)O)NC(=O)C(CS(=O)(=O)O)NC(=O)CC4=CC=C(C=C4)[Si](C(C)(C)C)(C(C)(C)C)F
P30550,-4.086,C1=CC=C(C=C1)CCNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)N)NC(=O)CC4=CC=C(C=C4)Cl
P30550,-0.806,CC(CC1=CNC2=CC=CC=C21)(C(=O)NCC3(CCCCC3)C4=CC=C(C=C4)[N+](=O)[O-])NC(=O)NC5=CC=C(C=C5)[N+](=O)[O-]
P30550,-1.568,CC(CC1=CNC2=CC=CC=C21)(C(=O)NCC3(CCCCC3)C4=CC=CC=N4)NC(=O)NC5=CC=C(C=C5)C#N
P30550,-4.281,C1=CC=C(C=C1)CCNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)N)NC(=O)CC4=CC=CC=C4
P30550,0.26,[B-](C[N+](C)(C)CC1=CN(N=N1)CC(=O)NC2CCN(CC2)CC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CCC(=O)N)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC6=CN=CN6)C(=O)NC(CC(C)C)C(CC(=O)NC(CC(C)C)C(=O)N)O)(F)(F)F
