GPCR,STANDARD_VALUE,smiles
Q14833,-4.934,C1CC(CC1P(=O)(O)O)(C(=O)O)N
Q14833,-3.149,COC1=CC=CC=C1C(=O)N2C=CC3=C2C=CC(=C3)NC(=O)C4=CC=CC=N4
Q14833,-3.592,C1=CC=NC(=C1)C(=O)NC2=CN(N=C2)S(=O)(=O)C3=CC(=C(C=C3)Cl)F
Q14833,-3.267,C1C(C1(C(=O)O)N)CP(=O)(O)O
Q14833,-2.799,C1C2=C(C=CC=N2)C(=O)N1C3=C(C=C(C=C3)NC(=O)C4=C(C=CC=N4)N)Cl
Q14833,-3.114,C1CCC(CC1)NC2=NC3=C(S2)CCCC4=C3C=NN4
Q14833,-3.724,C1CCC(CC1)CNC2=NNC3=C2N=CC=C3
Q14833,-2.869,C1=CC=NC(=C1)C(=O)NC2=CN(C=C2)S(=O)(=O)C3=CC=C(C=C3)C(F)(F)F
Q14833,-2.548,C1=CC=C2C(=C1)S(=O)(=O)N(S2(=O)=O)C3=CC=C(C=C3)NC(=O)C4=NC=CS4
Q14833,-2.568,C1CCC2C(C1)C(=O)N(C2=O)C3=C(C=C(C=C3)NC(=O)C4=CC=CC=N4)Cl
Q14833,-1.672,C1=CC=NC(=C1)C(=O)NC2=CC(=C(C=C2)Br)C#N
Q14833,-4.215,C1=CC(=CN=C1)C=CC2=NC(=NC=C2)N
Q14833,-2.813,COC1=CC=CC(=N1)NC2=NC3=C(S2)CCCC4=C3C=NN4
Q14833,-3.049,CC1=CC2=C(C=C1)C(=O)N(C2=O)C3=C(C=C(C=C3)NC(=O)C4=C(SC=N4)C)Cl
Q14833,-2.279,C1=CC=NC(=C1)C(=O)NC2=CN(C=C2)S(=O)(=O)CC3=C(C=C(C=C3)F)F
Q14833,-2.486,CC1=C(N=CS1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)F)Cl
Q14833,-2.194,C1CCC2(CC1)CC(=O)N(C2=O)C3=C(C=C(C=C3)NC(=O)C4=CC=CC=N4)Cl
Q14833,-2.176,CCC1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=C(C=CC=C3F)F
Q14833,-3.18,C1=CC=NC(=C1)C(=O)NC2=CC(=C(C=C2)F)C(F)(F)F
Q14833,-2.057,C1=CC=NC(=C1)C(=O)NC2=CC(=C(C=C2)NC(=O)C3=C(C=C(C=C3)F)Cl)Cl
Q14833,-3.431,C1C=CCC(C1C(=O)NC2=CC(=CC(=C2)Cl)Cl)C(=O)O
Q14833,-2.423,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=CC=CC=C4C3=O)F
Q14833,-2.379,COC1=C(C=CC(=C1)NC(=O)C2=CC=CC=N2)Cl
Q14833,-3.839,CC1=NC=CC(=N1)C=CC2=CC=CC=C2
Q14833,-3.627,C1C(C1(C(=O)O)N)CP(=O)(O)O
Q14833,-1.944,C1=CC(=NC(=C1)Cl)OC2=C(C=C(C=C2)NC3=NNC4=C3N=CC=C4)Cl
Q14833,-2.684,CC1=C(OC=C1)C(=O)NC2=CC=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)Cl
Q14833,-3.756,C(CC(=O)O)C(C(=O)O)N
Q14833,-3.124,CC1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=CC=CC=C3F
Q14833,-3.939,CC(C)CC1C(C1C(CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O
Q14833,-0.505,C1=CC=NC(=C1)C(=O)NC2=CC(=C(C=C2)Cl)OCF
Q14833,-3.529,CC1=C(NN=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)Cl)Cl
Q14833,-2.279,C1CCN(CC1)C(=O)OC2=CC3=NC=CC(=C3C=C2)C4=CN(N=C4)C5=CC=CC=C5
Q14833,-3.297,CC1=C(N=CS1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)Cl)Cl
Q14833,-3.814,NC(CCC(=O)O)C(=O)[O-]
Q14833,-4.301,C1=CC=C(C=C1)C#CC2=NC(=NC=C2)N
Q14833,-2.858,C1=CC2=C(C(=NN2)NC3=CC(=C(C(=C3)Cl)Cl)Cl)N=C1
Q14833,-3.248,C1=CC=NC(=C1)C(=O)NC2=CN(N=C2)S(=O)(=O)C3=C(C=C(C(=C3)F)F)F
Q14833,-3.74,C1=CC2=C(C(=NN2)NC3=CN=C(C=C3)Cl)N=C1
Q14833,-2.422,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)Cl)F
Q14833,-2.785,CC1=C(OC=C1)C(=O)NC2=C(C=C(C=C2)N3C(=O)C4=CC=CC=C4C3=O)C
Q14833,-3.021,CC1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=CC=C(C=C3)C(C)C
Q14833,-3.63,CC(C)C(=O)NC1=C(C=C(C=C1)NC(=O)C2=CC=CC=N2)Cl
Q14833,-2.544,CC1=C(OC=C1)C(=O)NC2=CC=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)C
Q14833,-3.352,C1=CC=NC(=C1)C(=O)NC2=CN(N=C2)S(=O)(=O)C3=C(C=CC(=C3)Cl)F
Q14833,-2.336,C1=CC2=C(C(=NN2)NC3=CC(=CC(=C3)C(F)(F)F)F)N=C1
Q14833,-2.629,C1=CC=C(C=C1)COC2=C(C=C(C=C2)NC3=NNC4=C3N=CC=C4)Cl
Q14833,-2.834,C1=CC=NC(=C1)C(=O)NC2=NC(=C(S2)S(=O)(=O)CC3=C(C=CC=C3F)F)C(F)F
Q14833,-3.099,C1C(CN(C1=O)C2=C(C=C(C=C2)NC(=O)C3=C(C=CC=N3)N)Cl)C4=CN=CC=C4
Q14833,-2.163,COC1=C(C=CC(=C1)NC(=O)C2=CC=CC=N2)I
Q14833,-3.197,CN1C=CN=C1C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)Cl)Cl
Q14833,-4.724,C(CS(=O)(=O)O)C(C(=O)O)N
Q14833,-4.098,CCCCCCC1C(C1C(CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O
Q14833,-2.908,CC1=C(OC=C1)C(=O)NC2=CC=C(C3=CC=CC=C32)N4C(=O)C5=C(C4=O)C(=CC=C5)F
Q14833,-2.839,CC(=O)N1CCN(CC1)CCOC2=CC3=NC=CC(=C3C=C2)C4=CN(N=C4)C5=CC=CC=C5
Q14833,-2.797,COC1=C(C=CC(=C1)NC(=O)C2=NC=CS2)NC(=O)C3=CC=CC=C3Cl
Q14833,-3.38,CC1=CC(=NN1)NC2=NC3=C(S2)CCCC4=C3C=NN4
Q14833,-2.519,C(CP(=O)(O)O)C(C(=O)O)N
Q14833,-4.5,C1C2C1(OC3=CC=CC=C3C2=NO)C(=O)NC4=CC=CC=C4
Q14833,-2.493,C1=CC=C(C(=C1)C(=O)C2=C(C=C(C=C2)NC3=NNC4=C3N=CC=C4)Cl)F
Q14833,-2.809,C1=CC2=C(C(=NN2)NC3=CC(=C(C=C3)F)F)N=C1
Q14833,-2.453,C1=CC2=C(C(=NN2)NC3=NC=CC(=C3)Cl)N=C1
Q14833,-3.336,C1=CC=C(C(=C1)S(=O)(=O)CC2=CC=C(C=C2)NC(=O)C3=CC=CC=N3)Cl
Q14833,-2.893,C1=CC2=C(C(=NN2)NC3=CC(=CC(=C3F)F)F)N=C1
Q14833,-1.633,C1=CC2=C(C(=NN2)NC3=CC(=CC(=C3)Cl)Cl)N=C1
Q14833,-3.188,C1=CC2=C(C(=NN2)NC3=CC(=C(C=C3)OC4=CC=C(C=C4)Cl)Cl)N=C1
Q14833,-2.17,CC1=C(C=C(C=C1)S(=O)(=O)N2C=C(C=N2)NC(=O)C3=CC=CC=N3)C
Q14833,-2.778,C1=CC=C(C=C1)C=CC2=CC(=NC(=N2)N)C(F)(F)F
Q14833,-3.674,CN1C2=CC=CC=C2C=C1C(=O)NC3=C(C=C(C=C3)NC(=O)C4=CC=CC=N4)Cl
Q14833,-2.603,C1=CC=C(C(=C1)CS(=O)(=O)C2=C(N=C(S2)NC(=O)C3=CC=CC=N3)C(F)(F)F)F
Q14833,-2.433,C1=CC=C(C(=C1)CS(=O)(=O)C2=C(N=C(S2)NC(=O)C3=CC=CC=N3)C(F)(F)F)Cl
Q14833,-3.431,C1=CC=C(C=C1)N2C=C(C=N2)C3=C4C=CNC4=NC=C3
Q14833,-3.017,C1=CC=NC(=C1)C(=O)NC2=CC(=C(C=C2)NC(=O)C3=CC=CS3)Cl
Q14833,-2.294,C1=CC=NC(=C1)C(=O)NC2=CN(N=C2)S(=O)(=O)C3=C(C=CC(=C3)Cl)Cl
Q14833,-2.217,CC1=C(C=C(C=C1)NC2=NNC3=C2N=CC=C3)Cl
Q14833,-3.29,CC(C)C1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=CC=CC=C3Cl
Q14833,-2.811,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)Cl)OC
Q14833,-2.47,CC1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=C(C=CC=C3F)F
Q14833,-2.653,CCC1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=CC=C(C=C3)C
Q14833,-3.526,C1=CC=NC(=C1)OC2=C(C=C(C=N2)NC3=NNC4=C3N=CC=C4)Cl
Q14833,-1.698,C1=CC=NC(=C1)C(=O)NC2=NC=C(S2)S(=O)(=O)CC3=C(C=C(C=C3)Cl)Cl
Q14833,-2.771,C1=CC=C(C=C1)N2C=C(C=N2)C3=C4C=CC(=CC4=NC=C3)Cl
Q14833,-3.555,CN1C=CC2=C1C=C(C=C2)NC3=NNC4=C3N=CC=C4
Q14833,-2.51,CC1=CC2=C(C=C1)C(=O)N(C2=O)C3=C(C=C(C=C3)NC(=O)C4=C(C=CO4)C)Cl
Q14833,-2.017,C1=CC=C2C(=C1)S(=O)(=O)N(S2(=O)=O)C3=CC=C(C=C3)NC(=O)C4=CSC=N4
Q14833,-3.903,C1=CC=C(C(=C1)C2=CC=CC=N2)OCC(=O)C3=CN=C(C=C3)Cl
Q14833,-2.764,C1=CC(=CC(=C1)Cl)NC(=O)C2=C(C=CC=N2)N
Q14833,-3.029,CN1C=CN=C1C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)F)Cl
Q14833,-3.703,COC1=CC(=CC(=C1O)[N+](=O)[O-])C(O)P(=O)(CCC(C(=O)O)N)O
Q14833,-2.909,CC(C)CC1CC(=O)N(C1)C2=C(C=C(C=C2)NC(=O)C3=C(C=CC=N3)N)Cl
Q14833,-4.107,CC1=C(C=C(C=C1)NC(=O)NC2=NNC3=C2N=CC=C3)C
Q14833,-3.377,C1=CC=C(C(=C1)C(=O)NC2=C(C=C(C=C2)NC(=O)C3=CC=CC=N3)Cl)F
Q14833,-3.362,C1CC2=C(C=CN=C2C1)C3=CN(N=C3)C4=CC=CC=C4
Q14833,-3.69,C1=CC=C2C(=C1)C=C(O2)C3=NC(=NC=C3)N
Q14833,-1.509,CCC1=CN=C(N=C1)OC2=C(C=C(C=C2)NC(=O)C3=C(C=CC=N3)N)Cl
Q14833,-3.76,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)C)C(F)(F)F
Q14833,-3.45,C1=CC(=C(C=C1NC(=O)C2=NC=NC=C2)Cl)Cl
Q14833,-3.332,C1=CC2=C(C(=NN2)NC3=CC(=C(C=C3)C(F)(F)F)Cl)N=C1
Q14833,-3.519,CC(C)C1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=C(C=C(C=C3)Cl)Cl
Q14833,-3.179,CC1=C(SC(=N1)NC(=O)C2=CC=CC=N2)S(=O)(=O)CC3=CC=C(C=C3)F
Q14833,-3.621,CC1=CC(=CC=C1)CS(=O)(=O)N2C=CC(=C2)NC(=O)C3=CC=CC=N3
Q14833,-2.776,C1=CC2=C(C(=NN2)NC3=CC(=CN=C3F)Cl)N=C1
Q14833,-2.648,CC1=CC=C(C=C1)CS(=O)(=O)C2=C(N=C(S2)NC(=O)C3=CC=CC=N3)C
Q14833,-3.255,C1COCCN1CCOC2=CC3=NC=CC(=C3C=C2)C4=CN(N=C4)C5=CC=CC=C5
Q14833,-3.718,CC(C)C1CCC(CC1)NC2=NNC3=C2N=CC=C3
Q14833,-3.663,C1=CC=C(C(=C1)OCC(=O)C2=CC=CC=N2)Br
Q14833,-2.629,C1CCC(CC1)C(=O)NC2=C(C=C(C=C2)NC(=O)C3=CC=CC=N3)Cl
Q14833,-2.384,C1=CC=NC(=C1)C(=O)NC2=CN(N=C2)S(=O)(=O)C3=CC=C(C=C3)C(F)(F)F
Q14833,-2.164,C1=CC2=C(C(=NN2)NC3=CC(=C(C(=C3)F)F)F)N=C1
Q14833,-2.193,C1=CC(=C(C=C1NC2=C3C(=NN2)N=CC=N3)Cl)F
Q14833,-2.23,C1=CC=NC(=C1)C(=O)NC2=NC=C(S2)S(=O)(=O)CC3=C(C=CC=C3F)F
Q14833,-1.989,COC1=C(C=CC(=C1)NC(=O)C2=CC=CC=N2)NC(=O)C3=CC=CC=C3Cl
Q14833,-2.978,CN(C)C(=O)OC1=CC2=NC=CC(=C2C=C1)C3=CN(N=C3)C4=CC=CC=C4
Q14833,-4.47,C1C(C1C(=O)O)C(C(=O)O)N
Q14833,-2.069,C1C2=CC=CC=C2C(=O)N1C3=C(C=C(C=C3)NC(=O)C4=C(C=CC=N4)N)Cl
Q14833,-3.068,COC1=C(C=CC(=C1)NC(=O)C2=CC=CS2)NC(=O)C3=CC=CC=C3Cl
Q14833,-2.342,C1C(CN(N1)C2=CC=CC=C2)C3=CC=NC4=CC=CC=C34
Q14833,-3.004,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)Cl)C
Q14833,-3.911,CN1C(=O)COC2=C1C=C(C=C2)NC3=NNC4=C3N=CC=C4
Q14833,-1.968,C1=CC2=C(C(=NN2)NC3=CC(=C(C=C3)C#N)Cl)N=C1
Q14833,-2.604,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3S(=O)(=O)C4=CC=CC=C4S3(=O)=O
Q14833,-3.663,CC1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC(=CC(=C4)C)C
Q14833,-3.19,C1CCN(C1)C2=C(C=C(C=N2)NC3=NNC4=C3N=CC=C4)Cl
Q14833,-3.159,CC1(CC(=O)N(C1=O)C2=C(C=C(C=C2)NC(=O)C3=CC=CC=N3)Cl)C
Q14833,-2.481,C1CC2C=CC1C3C2C(=O)N(C3=O)C4=C(C=C(C=C4)NC(=O)C5=CC=CC=N5)Cl
Q14833,-3.487,C1=CC(=C(C=C1NC2=NNC3=CN=CN=C32)Cl)F
Q14833,-2.534,C1=CC2=C(C(=NN2)NC3=CC(=C(C=C3F)F)Cl)N=C1
Q14833,-2.4,C1=CC=C(C(=C1)CS(=O)(=O)N2C=CC(=C2)NC(=O)C3=CC=CC=N3)F
Q14833,-3.653,C1=CC(=CC=C1C=CC2=NC(=NC=C2)N)F
Q14833,-2.497,CC1=CC(=C(C=C1)F)NC2=NNC3=C2N=CC=C3
Q14833,-2.021,C1CC2=C(C=NN2)C3=C(C1)SC(=N3)NC4=NC(=CC=C4)F
Q14833,-3.899,CC(C)(C)C1=CC(=CC=C1)NC2=NNC3=C2N=CC=C3
Q14833,-2.314,C1=CC=C(C(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=N3)F
Q14833,-3.806,COC1=C(C=CC(=N1)NC(=O)C2=CC=CC=N2)Cl
Q14833,-3.393,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)Cl)C(F)(F)F
Q14833,-3.699,CC1=C(OC=C1)C(=O)NC2=CN=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)C
Q14833,-3.904,CN(C1=CC(=CC=C1)Cl)C2=NNC3=C2N=CC=C3
Q14833,-2.458,CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)C)F
Q14833,-0.568,C1=CC=NC(=C1)C(=O)NC2=CC(=CC=C2)OCF
