GPCR,STANDARD_VALUE,smiles
Q15391,-4.908,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
Q15391,-6.591,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N
Q15391,-2.509,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)(CO)O)O)O)O)O
Q15391,-2.462,C1=CN(C(=O)NC1=S)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
Q15391,-1.602,CCCOP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=O)NC2=S)O)O
Q15391,-3.255,C1=CC(=CC(=C1)Cl)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O
Q15391,-3.661,CP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=O)NC2=O)O)O
Q15391,-3.775,CC(C)(C)C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC=C3C(C)(C)C
Q15391,-2.959,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
Q15391,-3.873,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCCC#N)O)O
Q15391,-2.769,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
Q15391,-5.257,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)F)O)O)O
Q15391,-2.568,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O
Q15391,-5.633,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
Q15391,0.018,[B-]1(N2C(=CC=C2C3=CC=CS3)C=C4[N+]1=C(C=C4)C5=CC=C(C=C5)OCC(=O)NCCCCCNC(=O)C6C(C(C(C(O6)OP(=O)(O)OP(=O)(O)OCC7C(C(C(O7)N8C=CC(=O)NC8=O)O)O)O)O)O)(F)F
Q15391,-5.462,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)SC4=CC=C(C=C4)NC(=O)C5CC5
Q15391,-2.549,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
Q15391,-2.572,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(C(O3)O)O)O)O)O)O
Q15391,-6.146,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F
Q15391,-2.663,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)O)O)O)O)O
Q15391,-2.818,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(C(O3)O)O)O)O)O)O
Q15391,-3.414,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
Q15391,-2.695,CC(=O)NCCNC(=O)C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O
Q15391,-5.453,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)F)O)O)O)O
Q15391,0.363,C1CNCCC1C2=CC=C(C=C2)C3=C4C=CC(=CC4=CC(=C3)C(=O)O)C5=CC=C(C=C5)C(F)(F)F
