ID,STANDARD_VALUE,smiles
P47900,-1.49,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-0.778,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F
P47900,-2.303,CC1(CN(C2=C(C=CC(=C21)C3=CC(=C(C=C3)F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.304,CC1(CN(C2=CC=CC=C21)C3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C
P47900,-1.447,C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)NC3=C(N=CC=C3)OC4=CC=CC(=C4)C(F)(F)F
P47900,-0.792,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)CCC6
P47900,-2.161,C1=CC(=CC(=C1)OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)F)C(F)(F)F
P47900,-2.881,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
P47900,-1.322,CC(C)CN1CCC2=C(C1)SC(=N2)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C(C=CC(=C64)O)Cl
P47900,-3.686,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C(=O)N)C(F)(F)F
P47900,-1.279,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC(=C(C=C6)Cl)Cl
P47900,-1.079,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC(=CC=C4)OCC(C)(C)CN(C)C)C(F)(F)F
P47900,-2.653,CCC1C(C(C2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)Br)NC4=CC=CC=C4)C
P47900,-1.041,CC(C)(C)CN1CCC2=C(C1)C=CC=C2OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-2.704,CN(C)C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F
P47900,-0.996,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-1.821,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CC=C(S3)Cl)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.954,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=S)(O)O)O)O)N=C(N=C2N)Cl
P47900,-1.955,CC1(CN(C2=C(C=CC(=C21)C3=CC=CC=C3)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.6,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=S)([O-])[O-])O)O
P47900,-2.839,CN1CCC2(CC1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-0.845,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4F)C(F)(F)F
P47900,-2.236,C1=CC=C(C(=C1)C(F)(F)F)OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)F)F
P47900,-2.079,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C4=CC(=CC=C4)Cl
P47900,-0.857,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=C(C=CC=N4)NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-2.439,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC=NC=C4
P47900,-2.176,CC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-2.94,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)C(=O)O
P47900,-0.898,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)OC
P47900,-0.845,C1C2C1(C(C(C2N3C=NC4=C3N=C(N=C4N)Cl)O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-1.041,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)N4CCCCC4
P47900,-1.3,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=S)(O)OP(=O)(O)OP(=O)(O)O)O
P47900,-1.653,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN(C(=C3)C4=CC=CC=C4)C
P47900,-1.013,CNC1=NC(=NC2=C1N=CN2CC3CC(C(C3)OP(=O)(O)O)COP(=O)(O)O)Cl
P47900,-1.114,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=C(C=C4)C#N)C(F)(F)F
P47900,-1.956,CC1(CN(C2=C(C=CC(=C21)C3=CC(=CC(=C3)F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.954,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C4=CC=CC=C4Cl
P47900,-1.875,C1=CC=C2C(=C1)C=C(N2)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-0.954,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NC(=C(S5)C#N)C(C)(C)C
P47900,-0.954,CNC1=NC(=NC2=C1N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)Cl
P47900,-0.845,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5
P47900,-1.5,CNC1=NC(=NC2=C1N=CN2CC(COP(=O)(O)O)COP(=O)(O)O)Cl
P47900,-2.081,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CC=C(C=C3)Cl)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.978,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CC=C(C=C3)F)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-3.373,C1=CC(=CC=C1CCSC2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)COP(=S)([O-])[O-])O)O)[N+](=O)[O-]
P47900,-0.69,CC1=NC(=CS1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)C(F)(F)F
P47900,-0.982,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5CCC(CC5)C(C)(C)C
P47900,-1.903,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(CP(=O)([O-])[O-])[O-])O)O
P47900,-1.127,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-2.021,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=S)(O)OP(=O)(O)O)O)O
P47900,-1.061,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=CC(=C3O)F)C4=CC=C(C=C4)F)C5=CC=CC=C5NC(=O)NC6=CC=C(C=C6)OC(F)(F)F
P47900,-0.991,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=S)(O)OP(=O)(O)O)O)O
P47900,-1.949,CNC1=NC=NC2=C1N=CN2C3CC4C(O3)COP(=O)(OP(=O)(OP(=O)(OP(=O)(O4)O)O)O)O
P47900,-0.799,CCOC(=O)C1=C(N=C(S1)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=CC=CC=C53)C(F)(F)F
P47900,-2.748,CC(C)N1CCC2=C(C1)C=CC=C2OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-2.079,CC1(CN(C2=C(C=CC(=C21)C3=CC(=CC=C3)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.875,C1=CC(=CC(=C1)OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F
P47900,-4.086,C1C(C(SC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)OP(=O)(O)O
P47900,-2.301,CC(C)NC(=O)N1CCC2(CC1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-2.199,C1C2C1(C(C(C2N3C=NC4=C3N=CN=C4N)O)O)COP(=O)(O)OP(=O)(CP(=O)(O)O)O
P47900,-3.7,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C
P47900,-1.973,CN1CCN(C2=CC=CC=C21)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-2.771,CSC1=NC2=C(C(=N1)N)N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)O
P47900,-1.342,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NC=C(C=C5)C(F)(F)F
P47900,-3.568,CN1CC2=C(C1)C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1.322,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC=CC=N4
P47900,-1.176,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F
P47900,-3.267,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)N
P47900,-3.342,CC1=CC(=C(C(=C1)C)NC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)S(=O)(=O)[O-])C
P47900,-1.279,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)Cl)C4=CC=CC=C4NC(=O)NC5=CSC(=N5)Cl
P47900,-0.845,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC=C(C=C4)C(F)(F)F
P47900,-3.041,CCCCC=CC1=NC2=C(C(=N1)NC)N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-0.845,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=NC=C(C=C6)C(F)(F)F
P47900,-0.69,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CSC(=N5)C(F)(F)F
P47900,-1.714,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)Cl
P47900,-1.204,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NC=C(S5)C6=CC=CC=C6
P47900,-2.462,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CCC5=CC=CC=C5
P47900,-1.839,C1=CC(=CC(=C1)OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)Cl)C(F)(F)F
P47900,-2.398,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C4=CC=CC=C4F
P47900,-1.435,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)Cl
P47900,-1.589,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=CC(=C3O)F)C4=CC=C(C=C4)C(F)(F)F)C5=CC=CC=C5NC(=O)NC6=CC=C(C=C6)OC(F)(F)F
P47900,-1.604,CC1(CN(C2=C(C=CC(=C21)C3=CC=CC=C3F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-3.301,C1=CC=C(C=C1)OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)F)F
P47900,-2.809,COC(=O)C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F
P47900,-0.94,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(=O)OC)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-2.881,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)C4CCOCC4)C5=CC=CC=C5Cl
P47900,-0.699,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)OC(F)(F)F
P47900,-1.833,CC(C)CN1CC2=C(C1)C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1.904,CC1(CN(C2=C(C=CC(=C21)C3=C(C=C(C=C3)F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-2.613,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NOC(=N3)C4=CC=CC=C4
P47900,-3.079,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CN=CC=C5
P47900,-0.845,CC(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C(C)(C)C
P47900,-0.233,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-1.255,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC5=CC=CC=C5C=C4
P47900,-0.875,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=CC=CC=C6S5
P47900,-2.484,CCOC(=O)C1(CN(C2=C(C=CC(=C21)Cl)O)C3=CC=CC=C3NC(=O)NC4=NC5=C(S4)N=C(C=C5)Cl)C
P47900,-3.477,C1CNCC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC=C(C=C4)OC(F)(F)F
P47900,-1.845,CCC1C(C(C2=CC=CC=C2N1C(=O)C3=CC(=CC(=C3)Cl)Cl)NC4=CC=CC=C4)C
P47900,-0.519,CC1=NSC(=N1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)Cl
P47900,-2.929,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
P47900,-2.3,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CN=C(C=C4)C(F)(F)F)C5=CC=CC=C5NC(=O)NC6=CC=C(C=C6)OC(F)(F)F
P47900,-1.816,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CN=C(C=C4)C(F)(F)F)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)C=C(C=C7)Cl
P47900,-1.215,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-1.565,C1CC2=CC=CC=C2N(C1)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-3.818,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl
P47900,-1.322,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C#N)C(F)(F)F
P47900,-1.323,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)Br
P47900,-0.477,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)C(F)(F)F
P47900,-2.19,C1C(C2CC2(C1OP(=O)(O)O)COP(=O)(O)O)N3C=NC4=C3N=CN=C4N
P47900,-0.903,CC(C)(C)C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC=C3C(C)(C)C
P47900,-0.987,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-2.425,CCCCCCC1=NC2=C(C(=N1)NC)N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-4.374,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COCP(=O)(O)O)OP(=O)(O)O
P47900,-1.519,CNC1=NC=NC2=C1N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-3.879,CC(C)(C)CN1CCC2(CC1)CN(C3=C2N=CC=C3)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-3.528,CCCCCCSC1=NC2=C(C(=N1)NC)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,-3.041,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=CC=N5
P47900,1.523,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CSC(=N5)Cl
P47900,-2.246,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C4(CC4)CO
P47900,-3.857,CC(C)(C)C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2OC3=CC(=NN3C4=CC=CC=C4)C(=O)OC
P47900,-2.845,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=CC=C4
P47900,-0.982,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=CC=C6
P47900,-0.903,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)COCC6
P47900,-0.869,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-3.176,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NSC(=N3)C4=CC=CC=C4
P47900,-1.107,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC(=C3O)F)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-2.623,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)SC)O)O)[O-])O)O
P47900,-0.845,[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)Cl)O)O)OP(=O)(O)O
P47900,-1.412,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)F)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.688,C1C(CC(C1COP(=O)(O)O)OP(=O)(O)O)N2C=NC3=C2N=CN=C3N
P47900,0.77,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.342,CC(C)(C)C1=CC=CC=C1C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1.279,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NOC(=C3)C4=CC=CC=C4
P47900,-3.267,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)N
P47900,-1.362,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=CC(=NO3)C4=CC=CC=C4
P47900,-0.919,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC=C3O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,1.097,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(F)(F)F
P47900,-0.954,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC(=C3O)F)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-1.75,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CC=C(C=C4)Cl)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)C=C(C=C7)F
P47900,-1.681,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C(=O)OC
P47900,-2.859,C1C2C1(C(C(C2N3C=NC4=C3N=C(N=C4N)Cl)O)O)COP(=O)(O)O
P47900,-1.653,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C6CCCN6CC(C)(C)C)C
P47900,-0.845,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4)C(F)(F)F
P47900,-3.517,CCSC1=NC2=C(C(=N1)N)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,0.4,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)I
P47900,-0.964,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)OC(F)(F)F
P47900,-2.314,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)Cl
P47900,-1.114,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)Cl
P47900,-0.954,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)F
P47900,-0.771,C1CCC2(CC1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-4.199,CC(C)C1=CC=CC=C1C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=C(C=C4)N(C)C
P47900,-3.145,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C4(CC4)CN5CCCC5
P47900,-0.724,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC=C3O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-1.009,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CC=C(C=C4)F)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)N=C(C=C7)Cl
P47900,-2.301,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(C)C
P47900,-3.531,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=C(C=C5)O
P47900,-2.196,CNC1=NC=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-1.398,CC(C)CN1CCCC1C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3N4CC(C5=C(C=CC(=C54)O)C6=CC=C(C=C6)F)(C)C
P47900,-1.74,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=CC=C5
P47900,-0.892,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.798,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=S)(O)OP(=O)(O)OP(=O)(O)O)O)O
P47900,-3.021,CCC1C(C(C2=CC=CC=C2N1C(=O)NC3=CC(=CC=C3)OC)NC4=CC=CC=C4)C
P47900,-1.158,CC(C)N1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-1.903,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O
P47900,-0.568,CC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C(C=CC(=C64)O)F
P47900,-2.74,CCC1C(C(C2=CC=CC=C2N1C(=O)NC3=CC(=CC=C3)Br)NC4=CC=CC=C4)C
P47900,-1.672,C1=CC=C(C(=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F)F
P47900,-1.079,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=C(C=C4)OC(F)(F)F)C(F)(F)F
P47900,-2.663,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(CP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)SC)O)O)[O-])O)O
