GPCR,STANDARD_VALUE,smiles
Q9NQS5,-2,CN1CCCC1CCOC2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COC6=C(O5)C=CC=N6
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COC4=C(O3)C=CC=N4)C5=C1C=C(C=C5)C#CCOCCC#N
Q9NQS5,-2.004,CCCOCCOC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4
Q9NQS5,2,C1CC(OC1)COC2=NC(=O)N3CCC4=C(C3=C2)C=CC(=C4)OCCOC5=CC(=CC=C5)Cl
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)C5=CN=C(C=C5)N6CCOCC6
Q9NQS5,-2,COC1=CC=C(C=C1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5CCCO5
Q9NQS5,-2.657,CCCCCCC1=NC(=CC(=O)N1)O
Q9NQS5,2,C1CC(OC1)COC2=NC(=O)N3CCC4=C(C3=C2)C=CC(=C4)OCC5=CC(=CC=C5)[N+](=O)[O-]
Q9NQS5,-2,COC1=CC=CC(=C1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5CCCO5
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COC4=CC=CC=C4O3)C5=C1C=C(C=C5)OCC(=O)N
Q9NQS5,-2.004,C#CC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4
Q9NQS5,2,C1CC(OC1)COC2=NC(=O)N3CCC4=C(C3=C2)C=CC(=C4)OCCOCC5=CC=CC=C5
Q9NQS5,-2.004,CCCN1C=C(C=N1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
Q9NQS5,-2.004,COC1=CC=CC=C1C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
Q9NQS5,-2.004,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=CC=CC=C41
Q9NQS5,-2.7,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)C#CC5(CCOCC5)O
Q9NQS5,-2.004,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)CCCCO
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COC4=CC=CC=C4O3)C5=C1C=C(C=C5)OCC(=O)N6CCOCC6
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)C#CC(C5=CN=CC=C5)O
Q9NQS5,2,C1CCC(CC1)OCC2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
Q9NQS5,-2.7,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)C5=CC(=C(C=C5)F)C(=O)N
Q9NQS5,2,CC(C)(C)C(CCC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4)O
Q9NQS5,2,CC1=NC=C(C=C1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COC6=C(O5)C=CC=N6
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)CCCNC5=CC=CC=C5
Q9NQS5,-2.004,CC1=NC=C(C=C1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
Q9NQS5,-2,C1CC(OC1)COC2=NC(=O)N3CCC4=C(C3=C2)C=CC(=C4)OCC5=CC=CC=C5Cl
Q9NQS5,-1.699,C1CN2C(=CC(=NC2=O)OCC3COC4=C(O3)C=CC=N4)C5=C1C=C(C=C5)C6=CC=CC=C6C#N
Q9NQS5,2,CC(C)CC(C#CC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4)O
Q9NQS5,2,C1CN2C(=CC(=NC2=O)OCC3COC4=C(O3)C=CC=N4)C5=C1C=C(C=C5)C6=CC=CC(=C6)C#N
Q9NQS5,2,C1CC1C2=NC(=NO2)COC3=CC4=C(C=C3)C5=CC(=NC(=O)N5CC4)OCC6COCCO6
Q9NQS5,2,COC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4CCCCO4
Q9NQS5,-2,CCNC1(COC1)C#CC2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COC6=C(O5)C=CC=N6
Q9NQS5,-2.004,C1CN2C(=CC(=NC2=O)OCC3COCCO3)C4=C1C=C(C=C4)C#CCN5C=CN=C5
Q9NQS5,2,CCOC1=NC=C(C=C1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
Q9NQS5,-3.587,C1=CC=C(C=C1)CCSC2=NC(=CC(=O)N2)O
Q9NQS5,-2.004,CC1=CC=C(O1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
Q9NQS5,-2.699,C1CC(OC1)COC2=NC(=O)N3CCC4=C(C3=C2)C=CC(=C4)OCC5=CC=CC6=CC=CC=C65
Q9NQS5,-0.788,CCCCCCCCNC1=NC(=CC(=O)N1)O
Q9NQS5,2,CC(C)(C)C#CC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4
Q9NQS5,2,COC1=CC=C(C=C1)COC2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5CCCO5
Q9NQS5,2,COC1=C(C=CC=N1)C2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COC6=C(O5)C=CC=N6
Q9NQS5,-2,C1CC(OC1)COC2=NC(=O)N3CCC4=C(C3=C2)C=CC(=C4)OCC5=CC=CC=N5
Q9NQS5,-2.004,CCCCC(CC)CNC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4
Q9NQS5,-2.004,CC(C)C(C#CC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COCCO4)OC
Q9NQS5,-2.699,COC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4CC5=CC=CC=C5O4
Q9NQS5,2,CN(C)CC#CC1=CC2=C(C=C1)C3=CC(=NC(=O)N3CC2)OCC4COC5=C(O4)C=CC=N5
